# Execution with input file: c-46.mtx, NPROCS: 64, SELECTED MODE: 2D BLOCK PARTITIONING
# Execution_time[ms], avgNNZ, maxNNZ, minNNZ, GFLOPS, Comm_time[ms], Peak_memory_footprint[MB]
0.024557,2069,17696,33,10.619896,55.439234,12.66
0.023127,2069,17696,33,11.276797,53.978443,12.66
0.022888,2069,17696,33,11.394264,53.752184,12.92
0.022411,2069,17696,33,11.636695,59.528828,12.91
0.022650,2069,17696,33,11.514203,53.848982,12.66
0.024557,2069,17696,33,10.619896,63.313007,12.66
0.022888,2069,17696,33,11.394264,85.860491,12.66
0.023365,2069,17696,33,11.161728,56.427240,12.66
0.025272,2069,17696,33,10.319333,54.704905,12.66
0.022888,2069,17696,33,11.394264,59.080362,12.66
0.025034,2069,17696,33,10.417613,53.840399,12.91
0.024319,2069,17696,33,10.724013,68.126202,12.66
0.022888,2069,17696,33,11.394264,53.524971,12.66
0.024557,2069,17696,33,10.619896,54.189682,12.92
0.024557,2069,17696,33,10.619896,56.359053,12.66
0.022650,2069,17696,33,11.514203,60.912848,12.66
0.022411,2069,17696,33,11.636695,60.211658,12.65
0.022650,2069,17696,33,11.514203,60.039520,12.91
0.022650,2069,17696,33,11.514203,55.804253,12.65
0.024796,2069,17696,33,10.517782,56.721210,12.66
0.022888,2069,17696,33,11.394264,54.835320,12.91
0.024080,2069,17696,33,10.830191,53.605556,12.66
0.022650,2069,17696,33,11.514203,55.019379,12.65
0.022411,2069,17696,33,11.636695,53.117037,12.66
0.022888,2069,17696,33,11.394264,55.253506,12.66
0.022650,2069,17696,33,11.514203,58.867693,12.91
0.022650,2069,17696,33,11.514203,55.581808,12.66
0.024796,2069,17696,33,10.517782,54.627895,12.66
0.024796,2069,17696,33,10.517782,54.598093,12.66
0.022650,2069,17696,33,11.514203,54.855108,12.68
0.024796,2069,17696,33,10.517782,53.481579,12.66
0.022650,2069,17696,33,11.514203,55.297613,12.91
0.022173,2069,17696,33,11.761821,69.359303,12.66
0.022173,2069,17696,33,11.761821,55.563211,12.66
0.022888,2069,17696,33,11.394264,54.065704,12.66
0.022650,2069,17696,33,11.514203,55.915117,12.92
0.024796,2069,17696,33,10.517782,57.212830,12.91
0.022888,2069,17696,33,11.394264,54.032564,12.66
0.026941,2069,17696,33,9.680082,54.319382,12.66
0.024080,2069,17696,33,10.830191,58.595896,12.66
0.023127,2069,17696,33,11.276797,53.245544,12.91
0.024796,2069,17696,33,10.517782,78.967094,12.66
0.025034,2069,17696,33,10.417613,63.915968,12.66
0.024796,2069,17696,33,10.517782,55.647850,12.92
0.022650,2069,17696,33,11.514203,54.378271,12.66
0.023127,2069,17696,33,11.276797,53.009033,12.91
0.022650,2069,17696,33,11.514203,54.015875,12.66
0.022411,2069,17696,33,11.636695,59.204578,12.66
0.027657,2069,17696,33,9.429735,55.220604,12.92
0.023127,2069,17696,33,11.276797,54.380417,12.91
0.026703,2069,17696,33,9.766512,69.022655,12.66
0.024557,2069,17696,33,10.619896,54.715395,12.66
0.023603,2069,17696,33,11.048983,55.489302,12.66
0.024557,2069,17696,33,10.619896,53.344250,12.66
0.022888,2069,17696,33,11.394264,59.526920,12.91
0.022411,2069,17696,33,11.636695,54.199457,12.66
0.024319,2069,17696,33,10.724013,55.001974,12.66
0.022650,2069,17696,33,11.514203,62.748432,12.66
0.024319,2069,17696,33,10.724013,58.403730,12.66
0.022650,2069,17696,33,11.514203,67.145824,12.91
0.022888,2069,17696,33,11.394264,54.495335,12.91
0.025034,2069,17696,33,10.417613,64.997196,12.66
0.024319,2069,17696,33,10.724013,58.748960,12.91
0.024557,2069,17696,33,10.619896,65.598488,12.66
0.025034,2069,17696,33,10.417613,58.265686,12.91
0.023127,2069,17696,33,11.276797,53.778648,12.66
0.023127,2069,17696,33,11.276797,56.202173,12.92
0.022650,2069,17696,33,11.514203,55.204391,12.66
0.023127,2069,17696,33,11.276797,54.479837,12.66
0.031233,2069,17696,33,8.349995,58.989286,12.91
0.022888,2069,17696,33,11.394264,56.935072,12.91
0.022411,2069,17696,33,11.636695,53.584814,12.66
0.024319,2069,17696,33,10.724013,53.655386,12.66
0.025272,2069,17696,33,10.319333,53.796768,12.66
0.024796,2069,17696,33,10.517782,58.631897,12.65
0.024080,2069,17696,33,10.830191,53.812742,12.92
0.025511,2069,17696,33,10.222891,101.955891,12.66
0.022888,2069,17696,33,11.394264,58.221340,12.66
0.022411,2069,17696,33,11.636695,54.469585,12.91
0.024796,2069,17696,33,10.517782,55.370331,12.66
0.022411,2069,17696,33,11.636695,63.060522,12.66
0.024796,2069,17696,33,10.517782,56.947470,12.66
0.024319,2069,17696,33,10.724013,53.368330,12.66
0.022888,2069,17696,33,11.394264,84.532261,12.66
0.022411,2069,17696,33,11.636695,61.123371,12.66
0.022411,2069,17696,33,11.636695,58.446407,12.91
0.025749,2069,17696,33,10.128234,53.417683,12.66
0.024796,2069,17696,33,10.517782,54.925203,12.66
0.024796,2069,17696,33,10.517782,79.498529,12.66
0.027657,2069,17696,33,9.429735,60.035706,12.66
0.023365,2069,17696,33,11.161728,54.326773,12.66
0.024080,2069,17696,33,10.830191,54.339409,12.92
0.024796,2069,17696,33,10.517782,54.046869,12.66
0.025034,2069,17696,33,10.417613,68.298578,12.66
0.022888,2069,17696,33,11.394264,58.526278,12.65
0.022411,2069,17696,33,11.636695,55.860996,12.91
0.024796,2069,17696,33,10.517782,72.361469,12.66
0.024319,2069,17696,33,10.724013,64.900398,12.66
0.024557,2069,17696,33,10.619896,67.690134,12.66
0.026464,2069,17696,33,9.854498,55.706024,12.66
# End of Execution
