# Execution with input file: epb1.mtx, NPROCS: 8, SELECTED MODE: 1D CYCLIC PARTITIONING
# Execution_time, avgNNZ, maxNNZ, minNNZ, GFLOPS, Comm_time
0.020266,11881,11889,11877,9.380734,72.832823
0.020504,11881,11889,11877,9.271655,53.451777
0.020266,11881,11889,11877,9.380734,51.113129
0.020742,11881,11889,11877,9.165085,54.599762
0.027180,11881,11889,11877,6.994407,54.473639
0.019789,11881,11889,11877,9.606775,53.960323
0.020266,11881,11889,11877,9.380734,54.743767
0.020027,11881,11889,11877,9.492409,51.898479
0.020027,11881,11889,11877,9.492409,51.962852
0.020266,11881,11889,11877,9.380734,51.310539
0.020981,11881,11889,11877,9.060936,54.856300
0.020742,11881,11889,11877,9.165085,54.866791
0.020266,11881,11889,11877,9.380734,51.386118
0.020027,11881,11889,11877,9.492409,51.174879
0.020027,11881,11889,11877,9.492409,50.821066
0.027418,11881,11889,11877,6.933586,56.232929
0.020504,11881,11889,11877,9.271655,54.605961
0.020027,11881,11889,11877,9.492409,50.925970
0.020742,11881,11889,11877,9.165085,54.358482
0.019550,11881,11889,11877,9.723931,51.755428
0.020027,11881,11889,11877,9.492409,51.575899
0.020742,11881,11889,11877,9.165085,50.712824
0.020266,11881,11889,11877,9.380734,53.769827
0.020266,11881,11889,11877,9.380734,53.656101
0.020504,11881,11889,11877,9.271655,53.921700
0.020027,11881,11889,11877,9.492409,54.513454
0.020266,11881,11889,11877,9.380734,54.455996
0.020504,11881,11889,11877,9.271655,51.021099
0.020742,11881,11889,11877,9.165085,50.078154
0.024557,11881,11889,11877,7.741382,51.593781
0.020504,11881,11889,11877,9.271655,50.501585
0.020742,11881,11889,11877,9.165085,52.982807
0.020027,11881,11889,11877,9.492409,52.185535
0.020027,11881,11889,11877,9.492409,52.736998
0.020027,11881,11889,11877,9.492409,53.582191
0.020266,11881,11889,11877,9.380734,54.151535
0.020504,11881,11889,11877,9.271655,53.370237
0.020266,11881,11889,11877,9.380734,51.557302
0.020266,11881,11889,11877,9.380734,53.771496
0.020266,11881,11889,11877,9.380734,53.132057
0.020027,11881,11889,11877,9.492409,53.686619
0.020027,11881,11889,11877,9.492409,50.453186
0.020266,11881,11889,11877,9.380734,51.666975
0.020742,11881,11889,11877,9.165085,54.057360
0.020504,11881,11889,11877,9.271655,56.579351
0.019789,11881,11889,11877,9.606775,54.141045
0.020027,11881,11889,11877,9.492409,51.102877
0.020742,11881,11889,11877,9.165085,55.613756
0.020027,11881,11889,11877,9.492409,56.850910
0.019073,11881,11889,11877,9.967029,51.110029
0.020266,11881,11889,11877,9.380734,55.206299
0.020981,11881,11889,11877,9.060936,56.835175
0.020981,11881,11889,11877,9.060936,57.659864
0.028133,11881,11889,11877,6.757308,54.659367
0.020266,11881,11889,11877,9.380734,54.222822
0.020027,11881,11889,11877,9.492409,50.654650
0.020266,11881,11889,11877,9.380734,53.482294
0.020027,11881,11889,11877,9.492409,53.256035
0.019312,11881,11889,11877,9.843980,53.290606
0.020266,11881,11889,11877,9.380734,50.424099
0.020504,11881,11889,11877,9.271655,53.396940
0.020266,11881,11889,11877,9.380734,50.140619
0.020266,11881,11889,11877,9.380734,53.527355
0.020027,11881,11889,11877,9.492409,53.563356
0.020027,11881,11889,11877,9.492409,53.783417
0.020027,11881,11889,11877,9.492409,53.823471
0.020027,11881,11889,11877,9.492409,51.564932
0.020266,11881,11889,11877,9.380734,50.772667
0.020027,11881,11889,11877,9.492409,50.446749
0.025511,11881,11889,11877,7.451985,53.541899
0.020027,11881,11889,11877,9.492409,51.758289
0.019073,11881,11889,11877,9.967029,50.278902
0.020266,11881,11889,11877,9.380734,50.371408
0.019789,11881,11889,11877,9.606775,52.747250
0.020266,11881,11889,11877,9.380734,53.936243
0.020027,11881,11889,11877,9.492409,51.215649
0.020027,11881,11889,11877,9.492409,53.723335
0.020504,11881,11889,11877,9.271655,53.975105
0.019789,11881,11889,11877,9.606775,51.947355
0.020027,11881,11889,11877,9.492409,50.906658
0.020742,11881,11889,11877,9.165085,51.917791
0.019312,11881,11889,11877,9.843980,50.560236
0.020027,11881,11889,11877,9.492409,50.441027
0.020266,11881,11889,11877,9.380734,50.978184
0.020027,11881,11889,11877,9.492409,50.630093
0.020266,11881,11889,11877,9.380734,53.456545
0.028849,11881,11889,11877,6.589772,53.636789
0.020266,11881,11889,11877,9.380734,51.231384
0.020504,11881,11889,11877,9.271655,54.684639
0.021219,11881,11889,11877,8.959128,55.552959
0.030994,11881,11889,11877,6.133557,52.080870
0.020027,11881,11889,11877,9.492409,50.083399
0.020266,11881,11889,11877,9.380734,51.388264
0.034332,11881,11889,11877,5.537239,53.769350
0.020027,11881,11889,11877,9.492409,50.177574
0.020027,11881,11889,11877,9.492409,51.157713
0.020027,11881,11889,11877,9.492409,50.235510
0.020027,11881,11889,11877,9.492409,53.598404
0.020266,11881,11889,11877,9.380734,51.587105
0.021458,11881,11889,11877,8.859582,55.663347
# End of Execution
