# Execution with input file: weak_scaling_NP32.mtx, NPROCS: 32, SELECTED MODE: 1D CYCLIC PARTITIONING
# Execution_time[ms], avgNNZ, maxNNZ, minNNZ, GFLOPS, Comm_time[ms], Peak_memory_footprint[MB]
12.933731,400000,400000,400000,1.979321,24716.007471,488.15
5.637884,400000,400000,400000,4.540711,6281.708956,487.52
5.674362,400000,400000,400000,4.511520,6532.056808,486.62
5.784273,400000,400000,400000,4.425794,6042.615652,486.04
5.729675,400000,400000,400000,4.467967,6079.247475,486.04
6.127119,400000,400000,400000,4.178146,6167.438984,486.04
5.700350,400000,400000,400000,4.490952,6204.852104,486.04
5.639315,400000,400000,400000,4.539559,6070.649147,486.04
6.054163,400000,400000,400000,4.228495,6098.261595,486.03
5.694866,400000,400000,400000,4.495277,6098.563433,486.04
6.040812,400000,400000,400000,4.237841,6069.257975,486.04
6.038904,400000,400000,400000,4.239180,6060.944080,486.04
7.069111,400000,400000,400000,3.621389,6069.057703,486.04
6.101131,400000,400000,400000,4.195943,6079.204798,486.04
5.630255,400000,400000,400000,4.546864,6076.270580,486.03
6.194353,400000,400000,400000,4.132796,6279.538393,486.04
5.648136,400000,400000,400000,4.532469,6277.573586,486.04
5.828857,400000,400000,400000,4.391941,6391.883612,487.33
6.157637,400000,400000,400000,4.157439,6208.063126,486.04
5.751371,400000,400000,400000,4.451112,6136.037588,486.04
5.706787,400000,400000,400000,4.485887,6177.806139,486.03
6.053209,400000,400000,400000,4.229162,6075.010061,486.04
5.771160,400000,400000,400000,4.435850,6083.889246,486.04
5.653858,400000,400000,400000,4.527882,6210.412979,488.01
5.662203,400000,400000,400000,4.521209,6092.538834,486.04
5.679369,400000,400000,400000,4.507543,6109.984398,486.04
5.619049,400000,400000,400000,4.555931,6106.685400,486.14
6.087065,400000,400000,400000,4.205640,6249.117374,486.04
5.850792,400000,400000,400000,4.375476,6065.068007,487.65
6.167173,400000,400000,400000,4.151010,6139.215231,486.88
6.150484,400000,400000,400000,4.162274,6128.749371,486.04
5.637407,400000,400000,400000,4.541095,6070.352554,486.04
6.105900,400000,400000,400000,4.192666,6421.253920,486.04
5.645275,400000,400000,400000,4.534766,6286.052465,486.04
5.647659,400000,400000,400000,4.532851,6379.383087,486.04
6.097555,400000,400000,400000,4.198404,6087.111235,486.04
5.645275,400000,400000,400000,4.534766,6051.416159,486.04
5.621195,400000,400000,400000,4.554192,6060.902834,486.04
6.085157,400000,400000,400000,4.206958,6117.805958,486.04
6.064177,400000,400000,400000,4.221513,6228.929043,487.39
5.642891,400000,400000,400000,4.536682,6132.382870,509.88
5.661488,400000,400000,400000,4.521780,6176.947594,486.04
5.634069,400000,400000,400000,4.543785,6089.477777,486.04
6.086349,400000,400000,400000,4.206134,6072.262287,486.04
6.100178,400000,400000,400000,4.196599,6076.756001,486.04
5.659819,400000,400000,400000,4.523113,6217.020750,486.04
6.085873,400000,400000,400000,4.206463,6204.651117,486.04
5.750656,400000,400000,400000,4.451666,6549.347639,486.04
5.630970,400000,400000,400000,4.546286,6126.435041,486.04
