# Execution with input file: epb1.mtx, NPROCS: 128, SELECTED MODE: 2D BLOCK PARTITIONING
# Execution_time[ms], avgNNZ, maxNNZ, minNNZ, GFLOPS, Comm_time[ms], Peak_memory_footprint[MB]
0.001192,748,754,598,159.472471,86.815357,10.82
0.001192,748,754,598,159.472471,82.499743,10.82
0.001192,748,754,598,159.472471,79.435349,10.82
0.001907,748,754,598,99.670295,57.814121,10.82
0.001192,748,754,598,159.472471,85.560083,10.82
0.001192,748,754,598,159.472471,74.837446,10.82
0.001192,748,754,598,159.472471,81.051588,10.82
0.001192,748,754,598,159.472471,78.193188,10.81
0.001192,748,754,598,159.472471,85.030794,10.82
0.001192,748,754,598,159.472471,78.588963,10.82
0.001192,748,754,598,159.472471,86.167097,10.82
0.001192,748,754,598,159.472471,79.162836,10.81
0.001192,748,754,598,159.472471,81.591129,10.82
0.001192,748,754,598,159.472471,84.024191,10.81
0.001192,748,754,598,159.472471,83.731890,10.82
0.001192,748,754,598,159.472471,85.922003,10.81
0.001192,748,754,598,159.472471,79.502106,10.82
0.001192,748,754,598,159.472471,92.839479,10.82
0.001192,748,754,598,159.472471,83.619833,10.82
0.001431,748,754,598,132.893726,82.975149,10.81
0.001192,748,754,598,159.472471,83.830357,10.82
0.001192,748,754,598,159.472471,79.021215,10.82
0.001431,748,754,598,132.893726,76.167583,10.82
0.001431,748,754,598,132.893726,372.520447,10.82
0.001192,748,754,598,159.472471,80.727816,10.82
0.001192,748,754,598,159.472471,86.419106,10.82
0.001192,748,754,598,159.472471,74.443102,10.82
0.001192,748,754,598,159.472471,85.151911,10.82
0.001192,748,754,598,159.472471,98.922729,10.82
0.000954,748,754,598,199.340589,79.089165,10.82
0.001192,748,754,598,159.472471,85.163593,10.82
0.001192,748,754,598,159.472471,85.739851,10.82
0.001192,748,754,598,159.472471,77.414989,10.82
0.001431,748,754,598,132.893726,80.575466,10.81
0.001192,748,754,598,159.472471,81.277847,10.82
0.001192,748,754,598,159.472471,79.140186,10.82
0.001192,748,754,598,159.472471,115.791798,10.82
0.003576,748,754,598,53.157490,82.439899,10.82
0.001192,748,754,598,159.472471,77.781439,10.82
0.001431,748,754,598,132.893726,81.977367,10.82
0.001192,748,754,598,159.472471,83.304167,10.82
0.001192,748,754,598,159.472471,82.207680,10.82
0.001192,748,754,598,159.472471,81.075907,10.82
0.002146,748,754,598,88.595817,314.473867,10.82
0.001192,748,754,598,159.472471,78.799248,10.82
0.001192,748,754,598,159.472471,78.735590,10.81
0.001192,748,754,598,159.472471,84.466934,10.82
0.001431,748,754,598,132.893726,79.343081,10.82
0.001192,748,754,598,159.472471,82.961321,10.81
0.001192,748,754,598,159.472471,82.907677,10.82
0.001192,748,754,598,159.472471,196.524382,10.82
0.001192,748,754,598,159.472471,82.352638,10.82
0.001192,748,754,598,159.472471,98.618746,10.81
0.001192,748,754,598,159.472471,74.962378,10.82
0.001431,748,754,598,132.893726,80.233812,10.82
0.001192,748,754,598,159.472471,80.608845,10.81
0.001431,748,754,598,132.893726,80.570698,10.81
0.001192,748,754,598,159.472471,78.329325,10.83
0.001192,748,754,598,159.472471,87.154627,10.82
0.001669,748,754,598,113.908908,84.877491,10.82
0.001192,748,754,598,159.472471,73.084593,10.82
0.001192,748,754,598,159.472471,73.798656,10.82
0.000954,748,754,598,199.340589,78.635693,10.82
0.000954,748,754,598,199.340589,80.570698,10.82
0.001192,748,754,598,159.472471,78.792572,10.82
0.001192,748,754,598,159.472471,76.941013,10.82
0.001192,748,754,598,159.472471,90.618134,10.82
0.001192,748,754,598,159.472471,76.858521,10.82
0.001192,748,754,598,159.472471,68.095684,10.82
0.001192,748,754,598,159.472471,82.452774,10.82
0.001431,748,754,598,132.893726,84.034443,10.82
0.000954,748,754,598,199.340589,80.529928,10.82
0.001669,748,754,598,113.908908,75.202942,10.82
0.013351,748,754,598,14.238614,136.018276,10.82
0.000954,748,754,598,199.340589,78.219652,10.82
0.001192,748,754,598,159.472471,78.340054,10.82
0.001192,748,754,598,159.472471,77.086449,10.82
0.001192,748,754,598,159.472471,84.444284,10.82
0.001192,748,754,598,159.472471,81.516981,10.82
0.001192,748,754,598,159.472471,82.120657,10.82
0.001192,748,754,598,159.472471,78.781843,10.82
0.001431,748,754,598,132.893726,78.324080,10.82
0.001192,748,754,598,159.472471,77.712774,10.82
0.002384,748,754,598,79.736236,50.714254,10.82
0.001192,748,754,598,159.472471,80.448389,10.82
0.001192,748,754,598,159.472471,79.532623,10.82
0.000954,748,754,598,199.340589,76.123953,10.82
0.001431,748,754,598,132.893726,77.610731,10.82
0.001192,748,754,598,159.472471,78.094959,10.82
0.001192,748,754,598,159.472471,80.754042,10.81
0.001192,748,754,598,159.472471,76.060295,10.82
0.001431,748,754,598,132.893726,66.362381,10.81
0.001431,748,754,598,132.893726,76.204300,10.82
0.001192,748,754,598,159.472471,76.685667,10.81
0.001192,748,754,598,159.472471,78.476429,10.82
0.002623,748,754,598,72.487487,85.050583,10.82
0.001192,748,754,598,159.472471,79.354525,10.82
0.001192,748,754,598,159.472471,79.454422,10.82
0.011206,748,754,598,16.965157,114.655733,10.81
0.001431,748,754,598,132.893726,91.004610,10.82
# End of Execution
